Age,Gender,MaritalStatus,Education,Occupation,MonthlyIncomeINR,City,Organization,EventsAttendedAnnually,VisitReason,FirstVisit,EventDiscovery,RegistrationMode,PreferredEventType,HoursSpent,TravelDistance,AttendingWith,ParticipationFrequency,SpendPerVisitINR,PremiumSeatingInterest,BundlePreference,NetworkingInterest,FoodPreferences,MaxFoodSpendINR,SponsorOrExhibitorInterest,CoWorkingInterest,PostEventPartyInterest,Importance_Parking,Importance_Restrooms,Importance_Accessibility,Importance_WiFi,Importance_Signage,Importance_Security,Importance_Seating Comfort,Importance_Cleanliness,Experience_Mobile App,Experience_Digital Ticketing,Experience_Interactive Screens,Experience_Live Streaming,OverallCleanlinessRating,StaffHelpful,NavigationEasy,UsedCloakRoom,UseMobileApp,UsedPublicTransport,SocialMediaPostIntent,ReadReviews,LivePollParticipation,SharePreferencesForPersonalization,NewsletterSubscription,RecommendJioWorldCentre,OverallSatisfaction,ChallengesFaced,MainConcern,RegPaymentIssue,SustainabilityImportance,Suggestions,AdditionalFacilities,ContactConsent,Email
37,Female,Married,Other,Academic,191517,Delhi,TCS,2,Exhibition,Yes,Other,Online,Entertainment,2.4,Within city,Alone,Rarely,3903,No,Event + Food,Yes,"Indian,Gluten-free",1802,Yes,No,No,4,4,5,4,4,2,4,3,4,3,2,3,4,Yes,Yes,No,No,No,Yes,Sometimes,No,No,No,4.0,8.0,"Tech Issues,Signage",Safety,Yes,4,,,No,user3268@mail.com
29,Male,Married,Graduate,Corporate,89881,Delhi,Reliance,1,Banquet,No,Social Media,At venue,Entertainment,4.2,Within city,Friends,Rarely,5894,Maybe,Parking,No,"Gluten-free,Quick snacks",835,Yes,No,Yes,5,3,4,5,5,5,5,5,4,3,2,4,4,Yes,Yes,Yes,No,No,Yes,Never,Yes,Yes,No,7.0,9.0,"Other,Food Quality",Facilities,No,1,,,No,
25,Male,Married,Postgraduate,Artist,146782,Mumbai,Not Disclosed,2,Exhibition,No,Other,Online,Family,5.5,Outstation,Alone,Rarely,8243,Yes,VIP Perks,Yes,"Quick snacks,Indian,Gluten-free",867,Yes,Yes,Yes,4,4,4,2,5,4,4,4,2,4,3,2,5,Yes,Somewhat,No,Yes,No,No,Sometimes,Yes,No,Yes,9.0,7.0,"Waiting Time,Signage,Parking",Pricing,No,4,,,Yes,
32,Male,Married,Graduate,Corporate,53841,Chennai,Startup,6,Conference,Yes,Social Media,Online,Academic,6.9,Within city,Alone,Quarterly,2203,No,None,No,"Asian,Indian,Continental",1423,Yes,Yes,Maybe,3,4,4,3,4,5,2,5,4,3,5,5,4,Yes,Yes,Yes,Yes,No,No,Never,Yes,Yes,Yes,9.0,10.0,Other,Crowds,No,3,,,Yes,
46,Male,Single,Postgraduate,Other,219037,Bangalore,Reliance,3,Banquet,No,Social Media,Online,Industry,6.8,Within city,Alone,Annually,7654,Maybe,None,Yes,"Asian,No preference,Gluten-free",1601,No,No,No,5,4,2,4,5,4,3,4,5,5,3,2,5,Yes,Yes,No,Yes,Sometimes,No,Sometimes,Yes,Maybe,No,10.0,5.0,"Seating,Other,Food Quality",Crowds,No,1,,,No,
37,Female,Single,Graduate,Artist,256611,Mumbai,Reliance,2,Meeting,No,Word of Mouth,Online,Academic,1.1,Within city,Family,Rarely,4945,Yes,Networking Access,No,"Asian,Indian",885,No,No,Maybe,4,3,4,2,5,4,3,5,4,4,4,4,5,Yes,Yes,No,Yes,No,Yes,Always,Yes,No,Yes,9.0,10.0,Other,Crowds,No,5,,,No,
30,Male,Single,Postgraduate,Other,100474,Mumbai,HUL,4,Conference,No,Other,Online,Industry,5.3,50-100km,Alone,Annually,3252,No,Event + Food,Yes,"Vegan,No preference,Indian",737,No,No,No,5,4,5,5,4,4,4,5,3,5,3,3,3,Yes,No,No,Yes,No,No,Sometimes,No,No,Yes,7.0,8.0,Other,Safety,No,2,,,No,
39,Female,Married,Graduate,Academic,99633,Mumbai,Not Disclosed,2,Performance,No,Email,Through organization,Art & Culture,4.0,Within city,Family,Annually,4714,Yes,Event + Food,Yes,"Vegan,Continental,Gluten-free",1027,No,No,No,3,2,4,4,3,3,4,3,2,4,5,4,4,Yes,No,No,No,No,Yes,Never,No,No,No,5.0,8.0,Accessibility,Pricing,Yes,3,,,No,
30,Male,Married,Postgraduate,Corporate,126300,Mumbai,Startup,1,Exhibition,No,Word of Mouth,Online,Family,5.5,50-100km,Alone,Annually,2470,No,Parking,No,"Vegan,Gluten-free",1005,No,Yes,No,4,4,3,5,5,5,4,4,4,3,5,1,4,Yes,Somewhat,No,Yes,Yes,Yes,Sometimes,Yes,No,No,7.0,8.0,Seating,Pricing,No,3,,,Yes,
26,Female,Married,Postgraduate,Corporate,124233,Bangalore,College,2,Conference,No,Social Media,Online,Other,5.8,Within city,Alone,Rarely,4121,Yes,VIP Perks,Yes,"Continental,Gluten-free,No preference",1390,No,No,No,5,5,2,5,4,4,4,4,2,5,5,3,5,Yes,Yes,Yes,No,No,No,Sometimes,No,Yes,No,9.0,7.0,"Tech Issues,Waiting Time",Pricing,No,3,,,No,
26,Female,Married,High School,Entrepreneur,103885,Other,Infosys,2,Meeting,Yes,Social Media,Online,Industry,2.7,Within city,Alone,Monthly,8837,Maybe,None,No,"Vegan,Gluten-free",2215,No,No,Yes,5,3,3,5,5,4,5,3,3,2,3,4,4,Yes,Yes,Yes,Maybe,Yes,Maybe,Sometimes,No,No,No,10.0,6.0,Food Quality,Pricing,No,3,,,No,
30,Male,Married,Graduate,Artist,99104,Mumbai,Other,2,Performance,No,Corporate,Online,Entertainment,3.7,Within city,Family,Annually,4540,Yes,Parking,No,"Asian,Vegan,No preference",5523,No,No,No,3,4,3,5,4,4,3,4,3,2,4,3,4,Yes,No,No,Yes,No,No,Sometimes,No,Yes,Yes,7.0,10.0,"Other,Seating,Parking",Facilities,No,2,,,No,
20,Female,Married,Postgraduate,Corporate,135359,Mumbai,Infosys,1,Banquet,Yes,Social Media,Through organization,Other,5.1,Outstation,Family,Quarterly,3458,No,Event + Food,Yes,Vegan,573,No,No,No,4,4,4,3,4,4,5,5,4,4,5,4,5,Yes,No,No,Yes,Yes,Maybe,Sometimes,Yes,No,No,8.0,6.0,Other,Crowds,No,2,,,Yes,
48,Male,Other,Postgraduate,Student,192735,Other,College,30,Exhibition,Yes,Corporate,Online,Family,7.9,Within city,Friends,Rarely,11031,Maybe,VIP Perks,No,"Asian,Indian,Continental",612,No,Yes,No,4,5,5,5,3,5,5,5,4,4,3,5,4,Yes,Yes,No,No,No,Yes,Always,Yes,Maybe,Yes,6.0,8.0,"Other,Signage",Pricing,No,5,,,No,
32,Female,Married,Postgraduate,Corporate,223917,Bangalore,TCS,6,Exhibition,Yes,Ad,Online,Family,5.2,Within city,Colleagues,Annually,5163,No,Event + Food,Yes,"Vegan,Asian",2136,No,No,Maybe,3,4,4,4,3,5,4,5,4,2,5,3,4,Yes,Yes,Yes,No,Sometimes,No,Sometimes,Yes,Yes,No,7.0,10.0,Tech Issues,COVID-19,No,4,,,No,
42,Female,Married,Graduate,Student,72155,Mumbai,HUL,4,Meeting,Yes,Email,Online,Entertainment,4.1,Within city,Alone,Annually,1160,Maybe,Parking,No,"Quick snacks,Asian,Continental",723,No,No,Yes,4,5,5,4,5,4,5,5,3,3,2,2,3,Yes,Yes,No,Yes,No,Yes,Always,Yes,Maybe,No,8.0,9.0,"Food Quality,Signage",Safety,No,3,,,No,
24,Female,Married,Postgraduate,Corporate,144167,Mumbai,College,2,Banquet,No,Corporate,Online,Academic,5.2,Within city,Friends,Annually,1602,Yes,Event + Food,Yes,"Indian,Quick snacks,Asian",552,No,Yes,Maybe,5,4,4,4,4,4,5,4,4,4,3,3,5,Yes,Yes,No,Yes,Yes,No,Sometimes,Yes,Yes,No,10.0,9.0,"Food Quality,Parking",COVID-19,No,3,,,No,
38,Female,Married,Postgraduate,Corporate,392491,Hyderabad,Not Disclosed,3,Performance,Yes,Social Media,Online,Art & Culture,6.5,International,Alone,Quarterly,929,No,None,No,No preference,1412,No,No,Yes,4,5,3,3,4,4,3,4,4,3,3,5,4,Yes,Yes,No,Yes,No,No,Always,No,No,No,9.0,5.0,"Signage,Other,Parking",Pricing,No,3,,,Yes,
26,Male,Single,High School,Entrepreneur,139839,Chennai,Startup,3,Exhibition,No,Corporate,Online,Art & Culture,5.6,Outstation,Alone,Rarely,3203,No,Event + Food,No,Gluten-free,1853,No,Yes,Yes,5,4,5,2,5,4,3,4,4,4,5,3,4,Yes,Somewhat,Yes,Yes,No,No,Sometimes,Yes,No,Yes,7.0,8.0,Signage,Safety,No,3,,,No,
31,Female,Single,Graduate,Entrepreneur,414317,Ahmedabad,Infosys,2,Other,Yes,Social Media,Online,Industry,4.8,Within city,Alone,Rarely,4174,Yes,Parking,Yes,"Vegan,Asian",1355,Yes,No,No,3,5,4,3,5,4,4,4,3,5,4,4,4,Yes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Yes,No,6.0,9.0,"Tech Issues,Other,Accessibility",COVID-19,No,3,,,No,
45,Other,Married,Postgraduate,Student,98637,Chennai,Infosys,2,Meeting,Yes,Social Media,Online,Industry,4.2,Within city,Alone,Monthly,5571,Yes,Event + Food,No,Vegan,853,No,No,Maybe,3,5,4,3,4,3,5,4,2,3,3,2,4,Yes,Yes,Yes,Yes,Yes,No,Always,No,Yes,No,9.0,10.0,"Tech Issues,Food Quality,Signage",Safety,No,4,,,No,
48,Female,Married,High School,Entrepreneur,165807,Mumbai,Infosys,1,Meeting,Yes,Ad,Online,Other,3.4,International,Alone,Rarely,3426,Yes,Networking Access,Yes,Gluten-free,4290,Maybe,Yes,No,3,4,5,4,4,3,4,5,4,3,3,4,5,No,Yes,Yes,No,Yes,Maybe,Always,Yes,Yes,No,7.0,9.0,"Tech Issues,Accessibility",Crowds,Yes,3,,,Yes,
37,Male,Single,Postgraduate,Entrepreneur,135026,Bangalore,TCS,5,Conference,Yes,Ad,At venue,Other,2.1,Within city,Family,Annually,6365,Yes,Parking,Yes,Indian,2874,No,No,No,5,4,4,4,5,4,4,4,4,5,4,4,4,Yes,Somewhat,No,Yes,Yes,No,Never,Yes,No,Yes,7.0,7.0,"Tech Issues,Waiting Time",Safety,No,5,,,No,
36,Female,Married,Graduate,Corporate,174055,Ahmedabad,Not Disclosed,3,Conference,Yes,Email,Online,Art & Culture,4.5,Outstation,Alone,Rarely,1631,No,Event + Food,No,Asian,1835,No,No,No,3,3,5,4,5,3,5,5,3,3,3,2,4,Yes,Yes,No,No,Yes,Yes,Sometimes,Yes,Yes,Yes,6.0,10.0,"Parking,Other",Facilities,Yes,4,,,Yes,
30,Male,Single,Graduate,Corporate,113644,Bangalore,Not Disclosed,4,Exhibition,Yes,Word of Mouth,Online,Academic,5.3,50-100km,Colleagues,Monthly,7850,Yes,None,Yes,"Gluten-free,Vegan,Asian",1903,Maybe,No,Yes,3,3,4,2,4,4,3,4,3,3,3,3,3,Yes,Somewhat,Yes,Maybe,Sometimes,Yes,Always,No,No,Yes,9.0,9.0,"Other,Waiting Time",Pricing,Yes,5,,,No,
43,Female,Single,Graduate,Academic,92329,Mumbai,Not Disclosed,5,Conference,Yes,Social Media,Online,Entertainment,4.9,Within city,Alone,Annually,1866,Yes,Parking,No,Quick snacks,1468,Maybe,Yes,Maybe,2,4,2,3,4,4,4,4,4,4,3,4,4,Yes,Somewhat,Yes,Maybe,No,No,Always,No,Yes,No,5.0,7.0,"Parking,Food Quality,Other",COVID-19,Somewhat,1,,,Yes,user3187@mail.com
31,Male,Married,Graduate,Artist,144037,Other,Not Disclosed,3,Performance,No,Social Media,At venue,Industry,5.6,50-100km,Alone,Rarely,2296,Yes,Event + Food,Yes,Asian,707,Yes,Yes,Maybe,5,5,5,4,3,3,4,5,3,3,5,2,5,Yes,Yes,No,No,No,Maybe,Sometimes,Yes,Yes,Yes,9.0,10.0,Parking,Safety,No,2,,,No,
24,Male,Single,High School,Corporate,233339,Bangalore,Startup,3,Conference,No,Social Media,Online,Family,5.0,Within city,Family,Quarterly,5935,No,Event + Food,Yes,Indian,1205,No,Maybe,Yes,5,5,4,3,3,4,5,5,2,2,4,5,2,Somewhat,No,No,No,Sometimes,Yes,Always,No,No,No,5.0,6.0,Signage,Safety,No,4,,,No,
36,Female,Single,Postgraduate,Student,46651,Bangalore,Infosys,4,Meeting,Yes,Corporate,Other,Art & Culture,4.9,Within city,Alone,Annually,2359,No,Parking,Yes,Quick snacks,2007,Yes,Yes,Yes,4,4,5,4,5,5,5,5,4,4,4,3,5,Yes,No,No,Yes,Yes,No,Sometimes,Yes,No,No,9.0,9.0,"Waiting Time,Seating,Tech Issues",Facilities,Somewhat,5,,,No,user2893@mail.com
35,Female,Married,Postgraduate,Student,124365,Hyderabad,HUL,3,Meeting,No,Social Media,Other,Art & Culture,5.3,Within city,Alone,Quarterly,8307,No,Parking,Yes,"Asian,Quick snacks",910,Yes,Yes,Yes,3,3,2,4,5,5,3,5,5,3,3,3,4,No,Yes,Yes,Yes,Sometimes,Yes,Sometimes,Yes,Yes,No,6.0,8.0,"Seating,Accessibility,Tech Issues",Pricing,No,3,,,No,
52,Male,Married,Graduate,Entrepreneur,92964,Bangalore,Reliance,2,Conference,No,Corporate,Through organization,Academic,6.6,International,Alone,Rarely,4412,Yes,Event + Food,No,Gluten-free,2719,Maybe,No,Yes,4,4,5,4,5,5,4,3,5,4,3,3,4,Yes,Yes,No,Yes,Yes,Maybe,Always,No,No,Yes,6.0,10.0,Waiting Time,COVID-19,No,4,,,No,user4342@mail.com
27,Male,Married,Postgraduate,Corporate,104808,Mumbai,Not Disclosed,4,Meeting,Yes,Ad,Online,Academic,4.3,Within city,Family,Annually,3035,Yes,Networking Access,No,"Vegan,Asian,Quick snacks",1938,No,No,No,5,3,4,4,4,5,5,4,4,3,2,4,5,Yes,Somewhat,No,Yes,Sometimes,Maybe,Sometimes,Yes,Yes,Yes,7.0,5.0,"Seating,Parking,Signage",Safety,Yes,5,,,No,user4361@mail.com
25,Female,Single,Postgraduate,Entrepreneur,150271,Bangalore,Reliance,1,Conference,No,Social Media,Online,Industry,5.1,Within city,Family,Annually,3834,Yes,Event + Food,Yes,Continental,1071,No,Maybe,Maybe,4,4,4,3,3,4,3,4,2,3,3,5,5,Yes,Yes,No,Yes,Yes,No,Sometimes,No,No,Yes,10.0,10.0,"Signage,Other,Seating",Facilities,No,3,,,No,
37,Other,Married,Graduate,Artist,274110,Other,College,6,Conference,No,Corporate,At venue,Family,6.3,Within city,Family,Rarely,8524,No,Networking Access,Yes,Vegan,2993,No,Yes,Yes,3,4,3,3,4,5,5,5,5,4,2,3,4,Somewhat,Yes,Yes,Yes,No,No,Never,No,Yes,Yes,4.0,9.0,"Parking,Signage,Food Quality",Pricing,No,3,,,No,
32,Male,Married,Graduate,Corporate,55000,Bangalore,TCS,2,Conference,No,Corporate,At venue,Entertainment,4.6,Within city,Friends,Annually,5864,Yes,Event + Food,Yes,"Gluten-free,No preference",1576,Maybe,No,Yes,4,4,4,5,4,4,4,5,5,3,5,2,4,Yes,No,No,Yes,No,Yes,Never,Yes,Yes,No,8.0,6.0,"Accessibility,Waiting Time",Crowds,No,1,,,Yes,
37,Female,Single,Graduate,Corporate,49945,Chennai,Not Disclosed,3,Performance,Yes,Social Media,Online,Family,4.4,Within city,Colleagues,Quarterly,8007,Maybe,Event + Food,No,Vegan,1567,No,Yes,Maybe,4,4,4,5,3,4,5,5,4,2,4,4,3,Yes,No,No,Maybe,No,No,Sometimes,No,Yes,No,7.0,7.0,"Waiting Time,Tech Issues",Safety,Somewhat,5,,,Yes,
19,Male,Other,Graduate,Student,167402,Delhi,Startup,6,Exhibition,Yes,Corporate,Online,Entertainment,2.6,Outstation,Alone,Monthly,3714,No,Event + Food,No,Continental,2410,Maybe,No,Yes,4,5,5,5,4,5,4,5,4,3,5,4,4,Yes,Somewhat,No,Yes,No,Yes,Always,No,Yes,No,5.0,10.0,"Tech Issues,Accessibility,Signage",Facilities,No,5,,,No,
40,Female,Single,High School,Corporate,220008,Mumbai,Not Disclosed,2,Other,No,Email,Other,Art & Culture,3.4,Within city,Alone,Monthly,6202,No,Event + Food,No,Gluten-free,526,No,No,Maybe,3,2,4,4,5,5,4,5,4,4,5,4,4,No,Yes,Yes,Yes,Yes,No,Always,Yes,No,Yes,8.0,10.0,"Parking,Food Quality,Signage",Pricing,Yes,3,,,No,
36,Female,Single,Postgraduate,Student,198222,Other,HUL,4,Conference,Yes,Corporate,Online,Art & Culture,8.7,50-100km,Alone,Monthly,1853,No,None,Yes,"No preference,Quick snacks,Gluten-free",1474,No,Yes,Maybe,4,3,4,5,4,5,4,5,4,3,4,4,5,Yes,Yes,No,Maybe,Sometimes,No,Sometimes,Yes,No,Yes,8.0,8.0,Food Quality,Pricing,No,5,,,Yes,
37,Male,Other,Postgraduate,Corporate,26083,Pune,Not Disclosed,1,Conference,Yes,Word of Mouth,Online,Entertainment,4.1,Within city,Alone,Quarterly,6387,Maybe,Event + Food,No,Indian,1741,No,Maybe,Yes,5,4,3,4,5,5,4,3,4,3,4,3,4,Yes,Yes,Yes,Yes,Sometimes,Yes,Never,No,Yes,No,6.0,3.0,Signage,Pricing,Yes,4,,,No,
38,Male,Married,Graduate,Corporate,75914,Hyderabad,Not Disclosed,2,Other,No,Other,Through organization,Industry,6.7,Within city,Family,Annually,5609,Maybe,Networking Access,Yes,"Indian,Quick snacks,No preference",682,No,No,Yes,4,4,4,5,4,3,3,3,5,5,3,2,4,Yes,Yes,No,No,Yes,Yes,Always,Yes,Yes,No,8.0,10.0,Waiting Time,Crowds,No,5,,,No,
35,Male,Married,Postgraduate,Student,132522,Pune,TCS,2,Exhibition,No,Word of Mouth,At venue,Art & Culture,6.8,Within city,Other,Rarely,3114,No,Event + Food,No,"Vegan,Gluten-free",1211,No,No,Yes,2,5,3,4,4,3,4,4,3,4,3,2,4,Yes,Somewhat,Yes,Yes,No,Maybe,Never,No,Yes,No,10.0,10.0,"Signage,Food Quality",Facilities,Yes,5,,,Yes,user4244@mail.com
21,Female,Single,High School,Artist,75709,Delhi,Other,3,Banquet,No,Email,Online,Family,4.7,Outstation,Friends,Monthly,6670,No,Event + Food,No,Gluten-free,1436,No,No,No,3,4,4,5,5,5,3,5,4,4,5,5,5,Yes,No,No,Maybe,Sometimes,No,Never,Yes,Yes,No,3.0,9.0,Tech Issues,Crowds,No,4,,,No,
39,Male,Single,Postgraduate,Corporate,46484,Bangalore,Startup,5,Banquet,No,Ad,Through organization,Academic,4.8,Within city,Alone,Quarterly,9283,No,Parking,Yes,"Gluten-free,Continental,Asian",1046,No,Yes,No,4,5,4,4,4,3,5,4,1,4,3,5,4,Somewhat,Yes,No,Yes,No,No,Never,No,Yes,No,10.0,10.0,"Food Quality,Accessibility",Crowds,Yes,4,,,Yes,user1197@mail.com
33,Female,Single,Graduate,Corporate,122409,Hyderabad,Reliance,3,Exhibition,No,Ad,Online,Industry,2.8,Within city,Alone,Annually,4263,No,Event + Food,Yes,"Asian,Continental,Quick snacks",496,No,No,No,5,4,4,4,4,4,4,3,3,3,4,3,5,Yes,Yes,No,Yes,Yes,No,Never,Yes,No,No,8.0,9.0,"Parking,Other",Facilities,Yes,4,,,No,
48,Male,Single,High School,Entrepreneur,177986,Mumbai,Infosys,5,Meeting,Yes,Email,Online,Academic,2.9,Outstation,Friends,Monthly,2125,No,Event + Food,Yes,"Gluten-free,No preference,Indian",1771,No,Yes,Maybe,5,5,5,4,4,5,5,4,4,4,4,4,4,Somewhat,Yes,No,Maybe,No,Yes,Never,Yes,No,Yes,10.0,4.0,"Accessibility,Other,Tech Issues",COVID-19,No,3,,,Yes,
26,Male,Single,Graduate,Corporate,150956,Bangalore,HUL,6,Conference,Yes,Social Media,Online,Academic,3.9,Within city,Alone,Rarely,2745,No,None,No,"Vegan,Asian",1074,No,Yes,Yes,4,3,4,5,4,4,5,2,5,4,4,3,4,Yes,Somewhat,Yes,Yes,Yes,No,Sometimes,Yes,Yes,No,10.0,6.0,Seating,COVID-19,Yes,5,,,No,
44,Female,Married,Postgraduate,Student,43016,Mumbai,Infosys,5,Performance,Yes,Email,Online,Entertainment,3.5,Outstation,Alone,Annually,921,Yes,Parking,No,"Continental,No preference,Asian",561,No,Yes,Yes,4,4,3,3,3,3,5,4,2,3,4,3,5,No,Somewhat,Yes,No,Sometimes,No,Always,Yes,Yes,No,8.0,5.0,Other,Crowds,No,5,,,Yes,
29,Female,Married,Graduate,Corporate,157650,Mumbai,Reliance,4,Meeting,Yes,Email,Through organization,Academic,7.5,50-100km,Alone,Monthly,5642,No,Event + Food,Yes,"Asian,Vegan",885,No,No,Yes,5,5,3,5,4,5,4,3,3,4,5,3,4,Yes,Yes,No,Maybe,Yes,Yes,Sometimes,Yes,Maybe,No,9.0,9.0,"Signage,Accessibility",Safety,No,2,,,Yes,
18,Male,Married,Postgraduate,Entrepreneur,88488,Mumbai,College,0,Exhibition,Yes,Social Media,Through organization,Other,3.4,Within city,Alone,Quarterly,3035,Maybe,Event + Food,Yes,Indian,2536,Yes,No,Yes,5,4,5,4,4,4,4,3,3,3,3,3,5,Yes,Yes,No,Yes,No,Maybe,Sometimes,Yes,Yes,No,9.0,6.0,"Accessibility,Food Quality,Parking",COVID-19,No,5,,,No,
41,Male,Married,Postgraduate,Academic,59972,Mumbai,TCS,0,Exhibition,Yes,Social Media,Online,Family,2.8,50-100km,Colleagues,Annually,11882,Yes,None,No,"No preference,Gluten-free",1754,Yes,No,Yes,4,4,4,4,5,4,5,4,3,4,4,5,5,Yes,Yes,No,Maybe,No,No,Always,Yes,Yes,No,10.0,8.0,Signage,Safety,No,4,,,Yes,user4041@mail.com
39,Male,Married,Graduate,Corporate,91946,Ahmedabad,Other,5,Performance,No,Social Media,Online,Family,5.5,Within city,Friends,Rarely,9487,Yes,Event + Food,No,"Quick snacks,Asian",2186,No,No,Yes,4,5,4,4,5,4,3,4,4,4,4,4,4,No,Yes,No,Maybe,Sometimes,Maybe,Sometimes,Yes,Maybe,No,6.0,9.0,"Food Quality,Seating",COVID-19,No,4,,,Yes,user1058@mail.com
34,Male,Single,Graduate,Student,253016,Chennai,Other,5,Performance,Yes,Email,Through organization,Academic,5.4,50-100km,Friends,Annually,2604,No,Networking Access,Yes,Asian,1732,No,No,Maybe,3,3,3,5,5,4,5,5,5,3,2,3,5,Yes,No,No,Yes,Sometimes,No,Never,No,No,Yes,8.0,10.0,Seating,Facilities,Yes,5,,,Yes,
35,Male,Married,Graduate,Corporate,103156,Ahmedabad,Reliance,1,Banquet,Yes,Word of Mouth,At venue,Art & Culture,7.3,Within city,Colleagues,Rarely,2396,Yes,Parking,Yes,"Asian,Vegan",1301,No,No,Yes,5,3,3,5,5,5,5,4,5,2,4,4,5,Yes,Yes,Yes,Maybe,Sometimes,Yes,Always,Yes,Yes,Yes,10.0,7.0,"Parking,Food Quality",Pricing,No,3,,,Yes,
25,Female,Married,Graduate,Academic,32330,Chennai,Startup,3,Conference,No,Ad,Through organization,Industry,7.3,Within city,Alone,Monthly,7082,Maybe,None,No,"Gluten-free,Vegan",1435,No,No,Maybe,4,4,5,2,3,5,4,3,4,3,3,4,4,Somewhat,No,No,Yes,Yes,No,Never,Yes,No,Yes,7.0,9.0,"Parking,Seating,Waiting Time",Facilities,No,3,,,Yes,
27,Female,Married,Graduate,Corporate,159771,Mumbai,Not Disclosed,3,Performance,Yes,Corporate,Online,Family,6.5,Outstation,Family,Annually,6094,No,Event + Food,Yes,"No preference,Continental,Vegan",787,No,No,Yes,4,4,5,4,3,4,4,5,4,3,3,2,4,Yes,Somewhat,No,Yes,No,No,Sometimes,Yes,No,No,10.0,10.0,"Other,Seating,Signage",Facilities,No,5,,,No,
33,Male,Single,Postgraduate,Corporate,203753,Delhi,Not Disclosed,2,Performance,Yes,Ad,Through organization,Academic,5.6,International,Alone,Annually,2124,No,Networking Access,Yes,Vegan,546,Yes,Yes,Yes,3,4,5,3,4,4,5,4,3,2,3,4,5,Yes,Yes,No,No,No,Maybe,Never,Yes,Yes,Yes,9.0,9.0,"Tech Issues,Seating",COVID-19,Yes,5,,,No,user3737@mail.com
42,Female,Single,Postgraduate,Entrepreneur,186964,Mumbai,Infosys,3,Other,No,Corporate,Online,Entertainment,6.0,50-100km,Family,Annually,1241,No,Event + Food,Yes,"Quick snacks,Asian",904,No,Maybe,Yes,4,5,5,4,5,5,5,5,4,4,4,3,5,Yes,Yes,No,Yes,No,No,Never,No,Maybe,Yes,8.0,9.0,"Food Quality,Waiting Time,Signage",Safety,No,2,,,No,
48,Female,Married,Postgraduate,Corporate,63789,Hyderabad,TCS,7,Banquet,Yes,Social Media,At venue,Academic,2.4,Outstation,Friends,Monthly,5735,No,Parking,Yes,"No preference,Vegan,Gluten-free",981,No,Yes,Maybe,5,3,5,3,4,4,3,3,5,4,2,5,4,Yes,Somewhat,No,Yes,No,Yes,Never,No,Yes,Yes,9.0,10.0,Other,Crowds,Yes,4,,,Yes,
38,Male,Single,Postgraduate,Corporate,114858,Ahmedabad,Reliance,4,Meeting,Yes,Social Media,Online,Entertainment,3.2,Within city,Family,Annually,3447,Yes,Parking,Yes,"No preference,Asian,Quick snacks",1410,No,Maybe,No,5,5,3,3,5,5,5,4,5,3,4,3,5,No,Somewhat,No,No,Yes,No,Never,No,Yes,No,10.0,10.0,"Parking,Other,Tech Issues",Pricing,Somewhat,4,,,No,user1069@mail.com
34,Female,Married,Graduate,Student,128690,Other,Reliance,2,Performance,Yes,Word of Mouth,Online,Entertainment,5.9,Within city,Family,Annually,11953,No,Event + Food,No,Vegan,594,No,No,Maybe,5,3,4,3,5,4,3,3,5,3,4,5,3,Yes,Somewhat,No,Yes,No,Maybe,Sometimes,No,Maybe,No,6.0,6.0,"Parking,Other",Pricing,No,3,,,No,
41,Male,Married,High School,Corporate,85547,Delhi,TCS,1,Performance,Yes,Social Media,Online,Entertainment,3.3,Within city,Colleagues,Rarely,3526,Yes,VIP Perks,Yes,Indian,2934,No,No,Yes,4,5,4,5,4,5,5,4,5,3,4,4,5,Yes,Somewhat,Yes,Yes,Yes,No,Sometimes,Yes,No,No,9.0,8.0,"Other,Parking,Signage",Safety,No,4,,,Yes,
26,Female,Married,Graduate,Student,78391,Delhi,Other,5,Meeting,Yes,Ad,At venue,Academic,1.8,Within city,Colleagues,Rarely,4584,Yes,Networking Access,Yes,"Vegan,Gluten-free",1460,No,Yes,Yes,5,5,4,5,4,4,5,5,5,5,5,2,4,Yes,No,Yes,No,Sometimes,No,Never,Yes,Maybe,No,8.0,8.0,Waiting Time,Safety,Yes,3,,,No,
28,Male,Married,High School,Student,63717,Delhi,Infosys,3,Conference,No,Ad,Online,Entertainment,0.5,Within city,Colleagues,Annually,6972,No,Networking Access,No,"Gluten-free,No preference,Indian",1570,No,No,No,2,3,4,3,3,4,3,3,4,4,5,4,4,Somewhat,Yes,Yes,Yes,Sometimes,Yes,Sometimes,Yes,No,No,3.0,6.0,Food Quality,Safety,No,3,,,No,
43,Male,Married,Postgraduate,Corporate,112231,Ahmedabad,College,7,Conference,Yes,Ad,Online,Entertainment,2.9,Within city,Alone,Quarterly,5059,No,Event + Food,No,"Quick snacks,Indian,Vegan",2688,No,No,Yes,4,4,5,4,3,3,4,5,3,2,3,3,4,Yes,Yes,No,No,No,Yes,Sometimes,Yes,No,No,2.0,10.0,"Parking,Accessibility,Other",Crowds,Somewhat,5,,,No,
